method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,path_overlap_with_cvar,selected_path_changed_rate,risk_mode,cvar_alpha,lambda_re,re_threshold,run_name,risk_dir
CVaR+Concentration,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.0,0.0,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,1.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR-risk,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.0,0.0,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,1.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Hop-shortest,3,8.333333333333334,4.041451884327381,0.03791638241849967,0.016734048361675382,0.1764929120739301,0.23515544092390567,0.08466133537391822,0.07611517271333532,0.10893467192848523,0.11814904527900581,0.010387730094920269,0.017992076299714183,0.2520337114413882,0.10953050339874207,0.3104813854743058,0.2283736504506249,0.3608722669693331,0.3311288082336431,0.0,0.0,0.0,0.0,0.0,0.0,0.3608722669693331,0.3608722669693331,0.0,0.0,0.0,0.1764929120739301,0.1764929120739301,0.0,0.0,0.0,0.08466133537391822,0.08466133537391822,0.0,0.0,0.0,0.10893467192848523,0.10893467192848523,0.0,0.0,0.0,0.010387730094920269,0.010387730094920269,0.0,0.0,0.0,0.3104813854743058,0.3104813854743058,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0,0.0,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0,0.0,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR+Concentration,3,8.666666666666666,3.7859388972001824,0.026660317422876705,0.0005038803898822329,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.004460701041187413,0.001520679887472523,0.14850707899835405,0.06119967258387568,0.1864959897376235,0.06449511266179467,0.22990690094108382,0.0959053418402011,0.05555555555554629,0.09622504486492157,0.1609512707077188,0.3324816730073059,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22990690094108382,0.3629133574817369,0.1609512707077188,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.015109831451350808,0.004460701041187413,0.7047815486059965,0.352810717466308,0.1428571428305234,0.3104813854743058,0.1864959897376235,0.39933278301653136,0.07444280882536636,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR-risk,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.004716256044359288,0.0016171519451824048,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.015109831451350808,0.004716256044359288,0.6878683881926738,0.30519166985613355,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,1.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Hop-shortest,3,8.333333333333334,4.041451884327381,0.03791638241849967,0.016734048361675382,0.1764929120739301,0.23515544092390567,0.08466133537391822,0.07611517271333532,0.10893467192848523,0.11814904527900581,0.015109831451350808,0.01640999591294711,0.2520337114413882,0.10953050339874207,0.3104813854743058,0.2283736504506249,0.3608722669693331,0.3311288082336431,0.0,0.0,0.0,0.0,0.0,0.0,0.3608722669693331,0.3608722669693331,0.0,0.0,0.0,0.1764929120739301,0.1764929120739301,0.0,0.0,0.0,0.08466133537391822,0.08466133537391822,0.0,0.0,0.0,0.10893467192848523,0.10893467192848523,0.0,0.0,0.0,0.015109831451350808,0.015109831451350808,0.0,0.0,0.0,0.3104813854743058,0.3104813854743058,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0047246457801924805,0.0016028265235883256,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.015109831451350808,0.0047246457801924805,0.6873131380656524,0.30494531791386914,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0047246457801924805,0.0016028265235883256,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.015109831451350808,0.0047246457801924805,0.6873131380656524,0.30494531791386914,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,1.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l1_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR+Concentration,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.0,0.0,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,5.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR-risk,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.0,0.0,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,5.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Hop-shortest,3,8.333333333333334,4.041451884327381,0.03791638241849967,0.016734048361675382,0.1764929120739301,0.23515544092390567,0.08466133537391822,0.07611517271333532,0.10893467192848523,0.11814904527900581,0.010387730094920269,0.017992076299714183,0.2520337114413882,0.10953050339874207,0.3104813854743058,0.2283736504506249,0.3608722669693331,0.3311288082336431,0.0,0.0,0.0,0.0,0.0,0.0,0.3608722669693331,0.3608722669693331,0.0,0.0,0.0,0.1764929120739301,0.1764929120739301,0.0,0.0,0.0,0.08466133537391822,0.08466133537391822,0.0,0.0,0.0,0.10893467192848523,0.10893467192848523,0.0,0.0,0.0,0.010387730094920269,0.010387730094920269,0.0,0.0,0.0,0.3104813854743058,0.3104813854743058,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0,0.0,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-raw,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0,0.0,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.010387730094920269,0.0,0.9999999999037326,0.333333333322637,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,mean,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR+Concentration,3,8.666666666666666,3.7859388972001824,0.026660317422876705,0.0005038803898822329,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.004460701041187413,0.001520679887472523,0.14850707899835405,0.06119967258387568,0.1864959897376235,0.06449511266179467,0.22990690094108382,0.0959053418402011,0.05555555555554629,0.09622504486492157,0.1609512707077188,0.3324816730073059,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22990690094108382,0.3629133574817369,0.1609512707077188,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.015109831451350808,0.004460701041187413,0.7047815486059965,0.352810717466308,0.1428571428305234,0.3104813854743058,0.1864959897376235,0.39933278301653136,0.07444280882536636,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
CVaR-risk,3,8.333333333333334,4.041451884327381,0.027565044543952644,0.0019694906394444748,0.04137643178304037,0.0022376938714289106,0.0396225086102883,0.0027272988164397795,0.04137643178304037,0.0022376938714289106,0.004716256044359288,0.0016171519451824048,0.15387230838266377,0.0632005777663828,0.16524585092178876,0.07734301849700197,0.22630487460022172,0.09834584617046647,0.0,0.0,0.18109321678027648,0.3136626523695237,0.275362315758645,0.4769415213837973,0.3608722669693331,0.22630487460022172,0.37289480152869164,0.18109321678027648,0.0,0.1764929120739301,0.04137643178304037,0.7655632098898453,0.30158729973883963,0.0,0.08466133537391822,0.0396225086102883,0.5319881450508414,0.2610597253543478,0.0,0.10893467192848523,0.04137643178304037,0.6201720622904722,0.275362315758645,0.0,0.015109831451350808,0.004716256044359288,0.6878683881926738,0.30519166985613355,0.0,0.3104813854743058,0.16524585092178876,0.46777533645110714,0.2585694673570483,0.0,1.0,0.0,floor_0p05,0.9,5.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Hop-shortest,3,8.333333333333334,4.041451884327381,0.03791638241849967,0.016734048361675382,0.1764929120739301,0.23515544092390567,0.08466133537391822,0.07611517271333532,0.10893467192848523,0.11814904527900581,0.015109831451350808,0.01640999591294711,0.2520337114413882,0.10953050339874207,0.3104813854743058,0.2283736504506249,0.3608722669693331,0.3311288082336431,0.0,0.0,0.0,0.0,0.0,0.0,0.3608722669693331,0.3608722669693331,0.0,0.0,0.0,0.1764929120739301,0.1764929120739301,0.0,0.0,0.0,0.08466133537391822,0.08466133537391822,0.0,0.0,0.0,0.10893467192848523,0.10893467192848523,0.0,0.0,0.0,0.015109831451350808,0.015109831451350808,0.0,0.0,0.0,0.3104813854743058,0.3104813854743058,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
Mean-risk-floor,3,8.333333333333334,4.041451884327381,0.027462527707107682,0.0020878391526486842,0.041430965065956116,0.002286384825106362,0.03965886413223214,0.0026833639269864505,0.041430965065956116,0.002286384825106362,0.0047246457801924805,0.0016028265235883256,0.1540647766342109,0.06287635719874946,0.1680514017470638,0.07533316694703429,0.22497215572123727,0.0960475730164364,0.0,0.0,0.18288671477864074,0.31676908202596366,0.2751400421908719,0.47655653227123457,0.3608722669693331,0.22497215572123727,0.3765878502912723,0.18288671477864074,0.0,0.1764929120739301,0.041430965065956116,0.7652542270401964,0.3014655784987285,0.0,0.08466133537391822,0.03965886413223214,0.5315587220824598,0.2608489968950213,0.0,0.10893467192848523,0.041430965065956116,0.619671456909744,0.2751400421908719,0.0,0.015109831451350808,0.0047246457801924805,0.6873131380656524,0.30494531791386914,0.0,0.3104813854743058,0.1680514017470638,0.458739204313974,0.25357461685596666,0.0,0.6666666666666666,0.33333333333333337,floor_0p05,0.9,5.0,p75,od_modes_debug_p1_k5_floor_0p05_a0p9_l5_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_floor_0p05
